CaseID,Category,question,num_of_debates,sum_of_debates
0,professional_accounting,"Which of the following items is not subject to the application of intraperiod income tax allocation? The options are: A) Discontinued operations, B) Income from continuing operations., C) Extraordinary gains and losses, D) Operating income.",[1],1
2,professional_accounting,"Pine Co. purchased land for $450000 as a factory site. An existing building on the site was razed before construction began. Additional information is as follows: Cost of razing old building $60000 Title insurance and legal fees to purchase land $30000 Architect's fees $95000 New building construction cost $1850000 What amount should Pine capitalize as the cost of the completed factory building? The options are: A) $2,005,000, B) $1,975,000, C) $1,945,000, D) 1910000",0,0
19,professional_accounting,"A U.S. manufacturer has a production operation in Mexico. The product costs 116.50 pesos to produce and ship to Europe, where the product sells for 20 euros. If 0.1099 U.S. dollars are required to buy one Mexican peso, and 0.8928 U.S. dollars are required to buy one euro, what amount of U.S. dollars is the profit on the sale? The options are: A) $5.06, B) $6.11, C) $7.20, D) $9.60",0,0
5,professional_accounting,"The standard deviations of Stocks A and B are respectively 6% and 18%. If their correlation is 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio? The options are: A) 10%, B) 5%, C) 3.40%, D) 9.70%",0,0
21,professional_accounting,"A company exchanged land with an appraised value of $50,000 and an original cost of $20,000 for machinery with a fair value of $55,000. Assuming that the transaction has commercial substance, what is the gain on the exchange? The options are: A) $0, B) $5,000, C) $30,000, D) $35,000",0,0
22,professional_accounting,"The sole shareholder of an S corporation contributed equipment with a fair market value of $20,000 and a basis of $6,000 subject to $12,000 liability. What amount is the gain, if any, that the shareholder must recognize The options are: A) $0, B) $6,000, C) $8,000, D) $12,000",0,0
23,professional_accounting,"A company’s new time clock process requires hourly employees to select an identification number and then choose the clock-in or clock-out button. A video camera captures an image of the employee using the system. Which of the following exposures can the new system be expected to change the least? The options are: A) Fraudulent reporting of employees’ own hours., B) Errors in employees’ overtime computation, C) Inaccurate accounting of employees’ hours., D) Recording of other employees’ hours.",0,0
24,professional_accounting,"Gamma Co. a manufacturer of medical products had a 10% return on assets and an asset turnover of 4:1. What was Gamma's profit margin on sales? The options are: A) 40.00%, B) 10.00%, C) 4.00%, D) 0.025",0,0
10,professional_accounting,"Long was a purchasing agent for Frost, a sole proprietor. Long had express authority to place purchase orders with Frost's suppliers. Long conducted business on the Internet and had little contact with Frost. After Frost was declared incompetent in a judicial proceeding, Long placed an order with Grant Corp. on Frost's behalf. Both Long and Grant were unaware of Frost's incompetence. Will Frost or Frost's legal representative be liable to Grant? The options are: A) Yes, because Long's agency survived Frost's incompetence., B) Yes, because the order was valid regardless of Frost's incompetence., C) No, because Grant dealt only with Long., D) No, because Long did not have authority to enter into the contract.",0,0
26,elementary_mathematics,"The distance between Miriam’s house and Debbie’s house is 444.44 meters. Which statement about the values of the digits in the distance, in meters, between their houses is true? The options are: A) The value of the 4 in the tenths place is 1/10 the value of the 4 in the tens place., B) The value of the 4 in the hundredths place is 1/10 the value of the 4 in the ones place., C) The value of the 4 in the hundreds place is 10 times greater than the value of the 4 in the ones place., D) The value of the 4 in the tenths place is 10 times greater than the value of the 4 in the hundredths place.",[1],1
27,elementary_mathematics,"Last weekend Sanjay watched 3 television shows that were each 30 minutes long. He also watched 1 movie on television that was 90 minutes long. What is the total number of minutes Sanjay watched television last weekend? The options are: A) 100, B) 120, C) 150, D) 180",[1],1
28,college_mathematics,"If a real number x is chosen at random in the interval [0, 3] and a real number y is chosen at random in the interval [0, 4], what is the probability that x < y? The options are: A) 1/2, B) 7/12, C) 5/8, D) 2/3","[1, 1, 3]",5
29,college_mathematics,"Let y = f(x) be a solution of the differential equation x dy + (y - xe^x) dx = 0 such that y = 0 when x = 1. What is the value of f(2)? The options are: A) 1/(2e), B) 1/e, C) e^2/2, D) 2e","[1, 1, 1, 1, 1]",5
29,college_mathematics,"Let y = f(x) be a solution of the differential equation x dy + (y - xe^x) dx = 0 such that y = 0 when x = 1. What is the value of f(2)? The options are: A) 1/(2e), B) 1/e, C) e^2/2, D) 2e","[1, 1, 1]",3
31,college_mathematics,"How many positive numbers x satisfy the equation cos(97x) = x? The options are: A) 1, B) 15, C) 31, D) 49","[1, 1, 1]",3
32,college_mathematics,"For how many positive integers k does the ordinary decimal representation of the integer k! end in exactly 99 zeros? The options are: A) None, B) One, C) Four, D) Five","[1, 1, 1]",3
33,college_mathematics,"Up to isomorphism, how many additive abelian groups G of order 16 have the property that x + x + x + x = 0 for each x in G ? The options are: A) 0, B) 1, C) 2, D) 3","[1, 1, 1, 1]",4
31,college_mathematics,"How many positive numbers x satisfy the equation cos(97x) = x? The options are: A) 1, B) 15, C) 31, D) 49","[1, 1, 1, 1, 1]",5
33,college_mathematics,"Up to isomorphism, how many additive abelian groups G of order 16 have the property that x + x + x + x = 0 for each x in G ? The options are: A) 0, B) 1, C) 2, D) 3",0,0
36,college_mathematics,"A fair coin is to be tossed 100 times, with each toss resulting in a head or a tail. If H is the total number of heads and T is the total number of tails, which of the following events has the greatest probability? The options are: A) H = 50, B) T >= 60, C) 51 <= H <= 55, D) H >= 48 and T >= 48",0,0
37,college_mathematics,"The curves y = (sin x + cos x)^4 and y = (sin x - cos x)^4 intersect at x = 0. If a is the smallest positive value of x at which these curves next intersect, determine the area between these curves from x = 0 to x = a. The options are: A) 2, B) π, C) 4, D) 3π/2","[2, 1, 1, 1, 1]",6
38,college_mathematics,"If f : (0, 1) → (0, 1], then which of the following could be TRUE?
I. f is one-to-one and onto.
II. The image of f is compact.
III. f is continuous, one-to-one, and onto. The options are: A) I only, B) II only, C) I and II only, D) I and III only",0,0
39,college_mathematics,"If f is a linear transformation from the plane to the real numbers and if f(1, 1) = 1 and f(-1, 0) = 2, then f(3, 5) = The options are: A) 9, B) 8, C) 0, D) -5",[1],1
40,college_mathematics,"Statement 1 | If A is connected, the closure of A must be connected. Statement 2 | Every continuous function f : (0, 1) → (0, 1) has a fixed point. The options are: A) True, True, B) True, False, C) False, True, D) False, False",0,0
41,college_mathematics,"Sofia and Tess will each randomly choose one of the 10 integers from 1 to 10. What is the probability that neither integer chosen will be the square of the other? The options are: A) 0.64, B) 0.72, C) 0.81, D) 0.95","[1, 1, 3, 1, 1]",7
42,college_mathematics,"A university’s mathematics department has 10 professors and will offer 20 different courses next semester. Each professor will be assigned to teach exactly 2 of the courses, and each course will have exactly one professor assigned to teach it. If any professor can be assigned to teach any course, how many different complete assignments of the 10 professors to the 20 courses are possible? The options are: A) 20!/2^(10), B) 10!/2^9, C) 10^(20) - 2^(10), D) 10^(20) - 100",0,0
42,college_mathematics,"A university’s mathematics department has 10 professors and will offer 20 different courses next semester. Each professor will be assigned to teach exactly 2 of the courses, and each course will have exactly one professor assigned to teach it. If any professor can be assigned to teach any course, how many different complete assignments of the 10 professors to the 20 courses are possible? The options are: A) 20!/2^(10), B) 10!/2^9, C) 10^(20) - 2^(10), D) 10^(20) - 100","[1, 1, 1]",3
44,college_mathematics,"In the xy-plane, the graph of x^(log y) = y^log x is The options are: A) the open first quadrant, B) a closed curve, C) a ray in the open first quadrant, D) a single point",[1],1
45,college_mathematics,"For which value of n are there exactly two abelian groups of order n up to isomorphism? The options are: A) 4, B) 7, C) 8, D) 12",[1],1
44,college_mathematics,"In the xy-plane, the graph of x^(log y) = y^log x is The options are: A) the open first quadrant, B) a closed curve, C) a ray in the open first quadrant, D) a single point","[1, 1, 1, 1, 1]",5
47,college_mathematics,"Statement 1 |  Suppose ∑|a_i| diverges and ∑ a_i = 2. There is a rearrangement a_i_k of the terms such that ∑ a_i_k = 4. Statement 2 | There exists metric spaces X and Y with X closed and bounded and a continuous mapping f : X → Y such that f(X) is NOT “closed and bounded”. The options are: A) True, True, B) True, False, C) False, True, D) False, False",0,0
48,college_mathematics,"The shortest distance from the curve xy = 8 to the origin is The options are: A) 4, B) 8, C) 16, D) 2sqrt(2)","[1, 1]",2
49,college_mathematics,"A large class is to be divided into teams and each student must be a member of exactly one team. However, each student dislikes three of their classmates. Dislike between students need not be mutual. If the teams do not need to be equally sized, how many must be created so that no student is the teammate of someone they dislike? The options are: A) 4, B) 7, C) 10, D) 13","[1, 1, 1]",3
50,college_mathematics,"The map x -> axa^2 of a group G into itself is a homomorphism if and only if The options are: A) G is abelian, B) G = {e}, C) a^3 = e, D) a^2 = a","[3, 1, 1, 1, 1]",7
33,college_mathematics,"Up to isomorphism, how many additive abelian groups G of order 16 have the property that x + x + x + x = 0 for each x in G ? The options are: A) 0, B) 1, C) 2, D) 3",[1],1
52,college_mathematics,"If the finite group G contains a subgroup of order seven but no element (other than the identity) is its own inverse, then the order of G could be The options are: A) 27, B) 28, C) 35, D) 37","[1, 1, 1, 1]",4
38,college_mathematics,"If f : (0, 1) → (0, 1], then which of the following could be TRUE?
I. f is one-to-one and onto.
II. The image of f is compact.
III. f is continuous, one-to-one, and onto. The options are: A) I only, B) II only, C) I and II only, D) I and III only","[1, 3, 1]",5
54,college_mathematics,"Water drips out of a hole at the vertex of an upside down cone at a rate of 3 cm^3 per minute. The
cone’s height and radius are 2 cm and 1 cm, respectively. At what rate does the height of the water change
when the water level is half a centimeter below the top of the cone? The volume of a cone is V = (π/3)*r^2*h,
where r is the radius and h is the height of the cone. The options are: A) −48/π cm/min, B) −4/(3π) cm/min, C) −8/(3π) cm/min, D) −16/(3π) cm/min",[1],1
55,college_mathematics,"The region bounded by the curves y = x and y = x^2 in the first quadrant of the xy-plane is rotated about the y-axis. The volume of the resulting solid of revolution is The options are: A) π/12, B) π/6, C) π/3, D) 2π/3","[2, 1, 1, 3, 3]",10
48,college_mathematics,"The shortest distance from the curve xy = 8 to the origin is The options are: A) 4, B) 8, C) 16, D) 2sqrt(2)","[3, 2, 1, 1, 1]",8
57,college_mathematics,"Let (Z_{10} , +, x) be the ring of integers modulo 10, and let S be the subset of Z_{10} represented by {0, 2, 4, 6, 8}. Which of the following statements is FALSE? The options are: A) (S, +, x) is closed under addition modulo 10., B) (S, +, x) is closed under multiplication modulo 10., C) (S, +, x) has an identity under addition modulo 10., D) (S, +, x) has no identity under multiplication modulo 10.",0,0
48,college_mathematics,"The shortest distance from the curve xy = 8 to the origin is The options are: A) 4, B) 8, C) 16, D) 2sqrt(2)","[3, 3]",6
65,college_mathematics,"Let f(x, y) = x^3 + y^3 + 3xy for all real x and y. Then there exist distinct points P and Q such that f has a The options are: A) local maximum at P and at Q, B) saddle point at P and at Q, C) local maximum at P and a saddle point at Q, D) local minimum at P and a saddle point at Q","[3, 1, 2, 2]",8
66,college_computer_science,"Which of the following statements about horizontal versus vertical microarchitecture is (are) true?
I. Programs for horizontal architectures require more time steps than those for vertical architectures.
II. Horizontal microinstructions are unencoded.
III. Horizontal microinstructions usually have a single opcode and multiple operand specifiers. The options are: A) I only, B) II only, C) III only, D) II and III only","[1, 1]",2
67,college_computer_science,"Let A and B be two sets of words (strings) from Σ*, for some alphabet of symbols Σ. Suppose that B is a subset of A. Which of the following statements must always be true of A and B ?
I. If A is finite, then B is finite.
II. If A is regular, then B is regular.
III. If A is context-free, then B is context-free. The options are: A) I only, B) II only, C) III only, D) I and II only",[1],1
68,college_computer_science,"An integer c is a common divisor of two integers x and y if and only if c is a divisor of x and c is a divisor of y. Which of the following sets of integers could possibly be the set of all common divisors of two integers? The options are: A) {-6,-2, -1, 1, 2, 6}, B) {-6, -2, -1, 0, 1, 2, 6}, C) {-6, -3, -2, -1, 1, 2, 3, 6}, D) {-6, -3, -2, -1, 0, 1, 2, 3, 6}",[2],2
68,college_computer_science,"An integer c is a common divisor of two integers x and y if and only if c is a divisor of x and c is a divisor of y. Which of the following sets of integers could possibly be the set of all common divisors of two integers? The options are: A) {-6,-2, -1, 1, 2, 6}, B) {-6, -2, -1, 0, 1, 2, 6}, C) {-6, -3, -2, -1, 1, 2, 3, 6}, D) {-6, -3, -2, -1, 0, 1, 2, 3, 6}",0,0
70,college_computer_science,"Array A contains 256 elements of 4 bytes each. Its first element is stored at physical address 4,096.
Array B contains 512 elements of 4 bytes each. Its first element is stored at physical address 8,192.
Assume that only arrays A and B can be cached in an initially empty, physically addressed, physically tagged, direct-mapped, 2K-byte cache with an 8-byte block size. The following loop is then executed.
for (i = 0; i < 256; i++)
        A[i] = A[i] + B[2*i];
During the execution of the loop, how many bytes will be written to memory if the cache has a write-back policy? The options are: A) 0, B) 256, C) 1024, D) 2000",[1],1
71,college_computer_science,"A particular disk unit uses a bit string to record the occupancy or vacancy of its tracks, with O denoting vacant and 1 denoting occupied. A 32-bit segment of this string has the hexadecimal value D4FE2003. The percentage of occupied tracks for the corresponding part of the disk, to the nearest percent, is The options are: A) 12%, B) 25%, C) 38%, D) 44%",0,0
67,college_computer_science,"Let A and B be two sets of words (strings) from Σ*, for some alphabet of symbols Σ. Suppose that B is a subset of A. Which of the following statements must always be true of A and B ?
I. If A is finite, then B is finite.
II. If A is regular, then B is regular.
III. If A is context-free, then B is context-free. The options are: A) I only, B) II only, C) III only, D) I and II only",[1],1
73,college_computer_science,"In the NoNicks operating system, the time required by a single file-read operation has four nonoverlapping components:
disk seek time-25 msec
disk latency time-8 msec
disk transfer time- 1 msec per 1,000 bytes
operating system overhead-1 msec per 1,000 bytes + 10 msec
In version 1 of the system, the file read retrieved blocks of 1,000 bytes. In version 2, the file read (along with the underlying layout on disk) was modified to retrieve blocks of 4,000 bytes. The ratio of-the time required to read a large file under version 2 to the time required to read the same large file under version 1 is approximately The options are: A) 1:4, B) 1:3.5, C) 1:1, D) 1.1:1",[1],1
68,college_computer_science,"An integer c is a common divisor of two integers x and y if and only if c is a divisor of x and c is a divisor of y. Which of the following sets of integers could possibly be the set of all common divisors of two integers? The options are: A) {-6,-2, -1, 1, 2, 6}, B) {-6, -2, -1, 0, 1, 2, 6}, C) {-6, -3, -2, -1, 1, 2, 3, 6}, D) {-6, -3, -2, -1, 0, 1, 2, 3, 6}","[3, 1]",4
75,college_computer_science,"Consider the collection of all undirected graphs with 10 nodes and 6 edges. Let M and m, respectively, be the maximum and minimum number of connected components in any graph in the collection. If a graph has no selfloops and there is at most one edge between any pair of nodes, which of the following is true? The options are: A) M = 10, m = 10, B) M = 10, m = 1, C) M = 7, m = 4, D) M = 6, m = 4","[1, 1, 1, 1]",4
76,college_computer_science,"Let M be a single-tape, deterministic Turing machine with tape alphabet {blank,0,1}, and let C denote the (possibly infinite) computation of M starting with a blank tape. The input to each problem below is M, together with a positive integer n. Which of the following problems is (are) decidable?
I. The computation C lasts for at least n steps.
II. The computation C lasts for at least n steps, and M prints a 1 at some point after the nth step.
III. M scans at least n distinct tape squares during the computation C. The options are: A) None, B) III only, C) I and II only, D) I and III only",0,0
77,college_computer_science,"To compute the matrix product M_1M_2, where M_1 has p rows and q columns and where M_2 has q rows and r columns, takes time proportional to pqr, and the result is a matrix of p rows and r columns. Consider the product of three matrices N_1N_2N_3 that have, respectively, w rows and x columns, x rows and y columns, and y rows and z columns. Under what condition will it take less time to compute the product as (N_1N_2)N_3 (i.e., multiply the first two matrices first) than to compute it as N_1(N_2 N_3)? The options are: A) There is no such condition; i.e., they will always take the same time., B) 1/x + 1/z < 1/w + 1/y, C) x > y, D) 1/w + 1/x < 1/y + 1/z","[1, 1, 1, 1, 1]",5
78,college_computer_science,"Which of the following problems can be solved by a standard greedy algorithm?
I. Finding a minimum spanning tree in an undirected graph with positive-integer edge weights
II. Finding a maximum clique in an undirected graph
III. Finding a maximum flow from a source node to a sink node in a directed graph with positive-integer edge capacities The options are: A) I only, B) II only, C) III only, D) I and II only",0,0
79,college_computer_science,"A ""strictly binary tree"" is a binary tree in which every node that is not a leaf has two children. Suppose that for a class of strictly binary trees there exists c > 0 such that, for any tree in the class, the ratio of the lengths of any two root-to-leaf paths is bounded above by c. Which of the following best characterizes the height h of any tree in this class, where N is the number of nodes in the tree and N > 1 ? The options are: A) h <= log2(N), B) h = 1/c * log2(N), C) h < c log2(N), D) h > c log2(N)","[1, 1, 1, 1]",4
80,college_computer_science,"Of the following, which best approximates the ratio of the number of nonterminal nodes to the total number of nodes in a complete K-ary tree of depth N? The options are: A) 1/K, B) K-1/K, C) log_10 (1/N), D) N-1/m","[1, 1, 1]",3
81,Challenging Math,"consider the sets tn = { n , n + 1 , n + 2 , n + 3 , n + 4 ) , where n = 1 , 2 , 3 , … , 96 . how many of these sets contain 6 or any integral multiple thereof ( i . e . , any one of the numbers 6 , 12 , 18 , … ) ? The options are: a ) 80 , b ) 81 , c ) 82 , d ) 83 , e ) 84","[1, 1, 1]",3
82,Challenging Math,"a is a working partner and b is a sleeping partner in a business . a puts in 20,000 and b 90,000 . a gets 20 % of the profit for managing the business , and the rest is divided in proportion to their capitals . find the share of b in profit of 11000 . The options are: a ) 3500 , b ) 7200 , c ) 6800 , d ) 4800 , e ) none of these",[2],2
83,Challenging Math,"last year the price range ( per kg ) for 100 varieties of apples in wholesale market was $ 100 . if the prices of each of the 100 varieties increased by 10 percent this year over what it was last year , what is the range of the wholesale prices of the 1000 varieties of apples this year ? The options are: a ) $ 50 , b ) $ 100 , c ) $ 110 , d ) $ 600 , e ) $ 300",[1],1
84,Challenging Math,"if the price of a certain computer increased 30 percent from a dollars to 351 dollars , then 2 a = The options are: a ) 540 , b ) 570 , c ) 619 , d ) 649 , e ) 700",0,0
85,Challenging Math,"at a restaurant , glasses are stored in two different - sized boxes . one box contains 12 glasses , and the other contains 16 glasses . if the average number of glasses per box is 15 , and there are 16 more of the larger boxes , what is the total number of glasses w at the restaurant ? ( assume that all boxes are filled to capacity . ) The options are: a ) 96 , b ) 240 , c ) w = 256 , d ) w = 384 , e ) w = 480",[1],1
86,Challenging Math,"a is 30 % more efficient than b . how much time they will working together take to complete a job which a alone could have done in 23 days ? The options are: a ) 25 days , b ) 13 days , c ) 14 days , d ) 20 days , e ) 15 days","[1, 1, 1]",3
87,Challenging Math,"the product of two numbers is 2028 and their h . c . f is 13 . the number of such pairs is : The options are: a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5","[1, 1]",2
88,Challenging Math,"4 men and 6 women can complete a work in 8 days , while 3 men and 7 women can complete it in 10 days . in how many days will 10 women complete it ? The options are: a ) 21 days , b ) 40 days , c ) 27 days , d ) 18 days , e ) 17 days",[1],1
89,Challenging Math,"a sum of rs . 66000 is divided into 3 parts such that the simple interests accrued on them for 6 , two and 11 years respectively may be equal . find the amount deposited for 11 years . The options are: a ) 6500 , b ) 2000 , c ) 4500 , d ) 3000 , e ) 6000",[1],1
90,Challenging Math,"a man bought 20 shares of rs . 50 at 5 discount , the rate of dividend being 13 . the rate of interest obtained is : The options are: a ) 27 % , b ) 87 % , c ) 15 % , d ) 66 % , e ) 88 %",[1],1
91,Challenging Math,"miller street begins at baker street and runs directly east for 4.5 kilometers until it ends when it meets turner street . miller street is intersected every 250 meters by a perpendicular street , and each of those streets other than baker street and turner street is given a number beginning at 1 st street ( one block east of baker street ) and continuing consecutively ( 2 nd street , 3 rd street , etc . . . ) until the highest - numbered street one block west of turner street . what is the highest - numbered street that intersects miller street ? The options are: a ) 15 th , b ) 16 th , c ) 17 th , d ) 18 th , e ) 19 th",[1],1
92,Challenging Math,"alice and bob drive at constant speeds toward each other on a highway . alice drives at a constant speed of 30 km per hour . at a certain time they pass by each other , and then keep driving away from each other , maintaining their constant speeds . if alice is 100 km away from bob at 7 am , and also 100 km away from bob at 11 am , then how fast is bob driving ( in kilometers per hour ) ? The options are: a ) 20 , b ) 24 , c ) 28 , d ) 32 , e ) 36",[1],1
93,Challenging Math,"mathew is planning a vacation trip to london next year from today for 5 days , he has calculated he would need about $ 3000 for expenses , including a round - trip plane ticket from l . a to london . he nets around $ 1500 monthly in gross income , after all bills are paid , he is left with about $ 350 each month free for whatever he desires . how much money would mathew need to evenly save from his $ 350 to have $ 3000 in his bank within 12 months ? The options are: a ) $ 240 , b ) $ 350 , c ) $ 217 , d ) $ 250 , e ) $ 340",0,0
94,Challenging Math,"marty ' s pizza shop guarantees that their pizzas all have at least 75 % of the surface area covered with toppings , with a crust of uniform width surrounding them . if you order their best seller – a circular pizza with a diameter of 16 inches – what is the maximum width you can expect to see for the crust ? The options are: ['a ) 0.8 inches', 'b ) 1.1 inches', 'c ) 1.6 inches', 'd ) 2.0 inches', 'e ) 2.5 inches']",0,0
95,Challenging Math,"the tailor has a 10 meter long piece of fabric for which to sew a ball room dress . she has to cuts this fabric into strips of 200 centimeters each . how long will it take the tailor to complete this tasks if each 200 centimeter took 5 minutes to cut ? The options are: a ) 150 , b ) 200 , c ) 188 , d ) 245 , e ) 123",0,0
81,Challenging Math,"consider the sets tn = { n , n + 1 , n + 2 , n + 3 , n + 4 ) , where n = 1 , 2 , 3 , … , 96 . how many of these sets contain 6 or any integral multiple thereof ( i . e . , any one of the numbers 6 , 12 , 18 , … ) ? The options are: a ) 80 , b ) 81 , c ) 82 , d ) 83 , e ) 84","[3, 1, 1, 1, 1]",7
97,Challenging Math,"a is thrice as good as workman as b and therefore is able to finish a job in 60 days less than b . working together , they can do it in : The options are: a ) 20 days , b ) 22 1 / 2 days , c ) 24 days , d ) 25 days , e ) 30 days","[1, 1]",2
98,Challenging Math,"two consultants can type up a report in 12.5 hours and edit it in 7.5 hours . if mary needs 30 hours to type the report and jim needs 12 hours to edit it alone , how many t hours will it take if jim types the report and mary edits it immediately after he is done ? The options are: a ) 41.4 , b ) 34.1 , c ) 13.4 , d ) 12.4 , e ) 10.8","[3, 1, 1]",5
99,Challenging Math,"suppose you have three identical prisms with congruent equilateral triangles as the end - polygons . suppose you attach them by the rectangular faces so they are perfectly aligned . there will be some large faces created by two or more co - planar faces of the individual prisms : count each such large face as one . given that , how many faces does the resultant solid have ? The options are: a ) 4 , b ) 6 , c ) 9 , d ) 10 , e ) 12","[1, 1, 1, 1, 1]",5
100,Challenging Math,"find compound interest on rs . 7500 at 4 % per year for 2 years , compounded annually . The options are: a ) 812 , b ) 712 , c ) 412 , d ) 512 , e ) 612",0,0
101,Math,"the simple interest on a sum of money will be rs . 800 after 10 years . if the principal is trebled after 5 years what will be the total interest at the end of the tenth year ? The options are: a ) 8981 , b ) 3799 , c ) 1200 , d ) 1600 , e ) 1732","[1, 2]",3
102,Math,"Zayne sells bracelets for $5 each and two for $8. If he started with 30 bracelets and made $60 from selling bracelets for $5 each, how much in total did he make from selling his bracelets?",0,0
103,Math,"in digging a pond 20 m * 10 m * 5 m the volumes of the soil extracted will be ? The options are: a ) 100 cu . m , b ) 1000 cu . m , c ) 10000 cu . m , d ) 2000 cu . m , e ) 4000 cu . m",0,0
104,Math,"a and b can do a piece of work in 7 days , b and c in 8 days , c and a in 9 days . how long will c take to do it ? The options are: a ) 14.1 days , b ) 18.8 days , c ) 21.4 days , d ) 24.3 days , e ) 26.5 days","[1, 1, 3, 1, 1]",7
105,Math,"in the xy - coordinate plane , the graph of y = - x ^ 2 + 9 intersects line l at ( p , 5 ) and ( t , 7 ) . what is the least possible value of the slope of line l ? The options are: a ) 6 , b ) 2 , c ) - 2 , d ) 1 , e ) - 10","[1, 1, 1, 1, 1]",5
106,Math,"Brandon has been fired from half the businesses in town and has quit from a third of them. If there are 72 business in town, how many businesses can he still apply to?",0,0
107,Math,"a reduction of 25 % in the price of apples would enable a man to obtain 36 more for rs . 25 , what is reduced price per dozen ? The options are: a ) 2 , b ) 3 , c ) 6 , d ) 7 , e ) 10","[1, 1]",2
108,Math,"a train 150 m long is running at a speed of 68 kmph . how long does it take to pass a man who is running at 8 kmph in the same direction as the train ? The options are: a ) 2 sec , b ) 6 sec , c ) 8 sec , d ) 9 sec , e ) 5 sec",0,0
109,Math,"a rectangular tiled patio is composed of 48 square tiles . the rectangular patio will be rearranged so that there will be 2 fewer columns of tiles and 4 more rows of tiles . after the change in layout , the patio will still have 48 tiles , and it will still be rectangular . how many rows are in the tile patio before the change in layout ? The options are: a ) 5 , b ) 6 , c ) 10 , d ) 13 , e ) 28","[1, 1, 1, 1]",4
110,Math,"a can do a work in 6 days , b can do a work in 8 days and c can do it in 12 days . b left work after 5 days . for how many number of days should a and c should work together to complete the remaining work ? The options are: a ) 1 / 2 , b ) 2 / 3 , c ) 3 / 4 , d ) 4 / 3 , e ) 5 / 2",0,0
111,Math,"two trains , one from howrah to patna and the other from patna to howrah , start simultaneously . after they meet , the trains reach their destinations after 9 hours and 16 hours respectively . the ratio of their speeds is The options are: a ) 4 : 9 , b ) 4 : 3 , c ) 4 : 12 , d ) 4 : 8 , e ) 4 : 5",0,0
