CaseID,Category,question,num_of_debates,sum_of_debates
105,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a necessary condition for France's subsidizing agriculture or China's promoting human rights is not a sufficient condition for South Africa's supplying diamonds. The options are: A) (E ≡ F) ∨ ~(C ≡ S), B) (E ≡ F) ∨ (~C ⊃ S), C) (E ⊃ F) ∨ ~(C ⊃ S), D) (F ⊃ E) ∨ ~(C ⊃ S)","[1, 1]",2
95,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~K ≡ L / (K · L) ∨ (K · ~L) The options are: A) Valid, B) Invalid. Counterexample when K and L are true, C) Invalid. Counterexample when K is true and L is false, D) Invalid. Counterexample when L is true and K is false",0,0
95,formal_logic," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
P ⊃ Q
Q · R / ~P · R The options are: A) Valid, B) Invalid. Counterexample when P, R, and Q are true, C) Invalid. Counterexample when P and Q are true and R is false, D) Invalid. Counterexample when R and Q are true and P is false",0,0
100,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture, or China doesn't promote human rights when and only when South Africa supplies diamonds. The options are: A) (E ⊃ F) ∨ (~C ⊃ S), B) (F ⊃ E) ∨ (S ⊃ ~C, C) (E ⊃ F) ∨ ~(S ≡ C), D) (E ⊃ F) ∨ (~C ≡ S)",[2],2
102,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
E ⊃ (F ∨ ~G)
F ⊃ (~E ∨ ~G) / ~(E ≡ F) The options are: A) Valid, B) Invalid. Counterexample when E, F, and G are true, C) Invalid. Counterexample when E and F are true and G is false, D) Invalid. Counterexample when E, F, and G are false","[1, 1, 1, 1]",4
110,formal_logic,"Identify the conclusion of the following argument. From a historical point of view, genetics is a young science. The principles that govern inheritance traits were described less than 150 years ago. Furthermore, around the turn of the twentieth century, the laws of inheritance were rediscovered. But even then, the importance of DNA was not really understood until the 1950s. The options are: A) But even then, the importance of DNA was not really understood until the 1950s., B) The importance of DNA was not really understood until the 1950s., C) From a historical point of view, genetics is a young science., D) The principles that govern inheritance traits were described less than 150 years ago.",0,0
96,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(K · L) ⊃ M
N ⊃ ~M
N ∨ K / L ⊃ K The options are: A) Valid, B) Invalid. Counterexample when L, M, and N are true and K is false, C) Invalid. Counterexample when L and M are true and K and N are false, D) Invalid. Counterexample when L and N are true and K and M are false","[1, 1, 1, 1, 1]",5
112,formal_logic," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
~O ⊃ P and O ∨ P The options are: A) Logically equivalent, B) Contradictory, C) Neither logically equivalent nor contradictory, but consistent, D) Inconsistent",0,0
113,formal_logic," Select the best translation into predicate logic. Some CEO is wealthier than everyone. (Cx: x is a CEO; Px: x is a person; Wxy: x is wealthier than y) The options are: A) (∃x)[Cx • (∀y)(Py • Wxy)], B) (∃x)[Cx ⊃ (∀y)(Py ⊃ Wxy)], C) (∃x)[Cx • (∀y)(Py ⊃ Wxy)], D) (∀x)[Px ⊃ (∃y)(Cy ⊃ Wxy)]",[1],1
104,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is not a necessary condition for France's subsidizing agriculture, or China promotes human rights if South Africa supplies diamonds. The options are: A) (~F ⊃ E) ∨ (C ≡ ~S), B) (~E ⊃ F) ∨ (C ⊃ S), C) (~F ⊃ E) ∨ (C ≡ S), D) ~(F ⊃ E) ∨ (S ⊃ C)","[1, 1]",2
102,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
P ⊃ (Q ∨ R)
(Q · S) ⊃ ~P
~(~Q ∨ R) / ~P The options are: A) Valid, B) Invalid. Counterexample when P, Q, R, and S are true, C) Invalid. Counterexample when P and Q are true and R and S are false, D) Invalid. Counterexample when P, R, and S are true and Q is false","[3, 1, 1, 1]",6
116,formal_logic," Which of the following propositions is not an immediate (one-step) consequence in PL of the given premises?
I ⊃ (J ≡ K)
(J ≡ K) ⊃ (L ∨ M)
I ⊃ ~L The options are: A) ~L, B) J ≡ K, C) I ⊃ (L ∨ M), D) ~L ⊃ (J ≡ K)",[1],1
95,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G The options are: A) Valid, B) Invalid. Counterexample when G and H are true, C) Invalid. Counterexample when G is true and H is false, D) Invalid. Counterexample when H is true and G is false","[1, 1, 1]",3
103,formal_logic,"Identify the antecedent of the following conditional proposition: The Bees winning their first game is necessary for either the Aardvarks or the Chipmunks not winning their first game. The options are: A) The Aardvarks do not win their first game., B) The Bees win their first game., C) The Chipmunks do not win their first game., D) Either the Aardvarks or the Chipmunks do not win their first game.",[1],1
95,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G The options are: A) Valid, B) Invalid. Counterexample when G and H are true, C) Invalid. Counterexample when G is true and H is false, D) Invalid. Counterexample when H is true and G is false","[1, 1, 1, 1, 1]",5
120,formal_logic,"Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
(A ∨ B) ⊃ (C ∨ D)
A ∨ B
~C The options are: A) ~A ∨ ~B, B) ~~C, C) C ∨ D, D) (A ∨ B) ⊃ D",[1],1
121,college_physics,"The hydrogen lines observed in the spectrum of the quasar 3C9 are shifted so far into the red that their wavelengths are three times as long as those observed in the light from hydrogen atoms at rest in a laboratory on Earth. If it is assumed that the shift is entirely due to the relative motion of 3C9 and Earth, the relative speed of the quasar is The options are: A) 2c, B) c, C) 0.8c, D) 0.5c",[1],1
122,college_physics,"Assume that the solar flux at Earth’s surface is 1,000 W/m^2 and that the sunlight is normal to a completely reflecting surface with an area of 3 m^2. What is the total radiation force exerted on the surface? The options are: A) 2 x 10^-6 N, B) 1 x 10^-5 N, C) 2 x 10^-5 N, D) 3 N",[3],3
123,college_physics,"A gas cell with an optical path length of 10 cm is placed in one arm of a Michelson interferometer. If the light source for the interferometer is a laser with wavelength 632.2 nm, then 100 fringes are counted as the gas cell is evacuated. What is the index of refraction of the original gas? The options are: A) 1.00063, B) 1.00032, C) 1.00016, D) 0.99968",0,0
124,college_physics,"An observer O at rest midway between two sources of light at x = 0 and x = 10 m observes the two sources to flash simultaneously. According to a second observer O', moving at a constant speed parallel to the x-axis, one source of light flashes 13 ns before the other. Which of the following gives the speed of O' relative to O? The options are: A) 0.13c, B) 0.15c, C) 0.36c, D) 0.53c","[1, 2, 1, 1]",5
125,college_physics,"Consider three identical, ideal capacitors. The first capacitor is charged to a voltage and then disconnected from the battery. The other two capacitors, initially uncharged and connected in series, are then connected across the first capacitor. What is the final voltage on the first capacitor? The options are: A) V_0/5, B) V_0/3, C) V_0/2, D) 2V_0/3",[3],3
126,college_physics,"A 10 kg box slides horizontally without friction at a speed of 1 m/s. At one point, a constant force is applied to the box in the direction of its motion. The box travels 5 m with the constant force applied. The force is then removed, leaving the box with a speed of 2 m/s. Which of the following gives the magnitude of the applied force? The options are: A) 1 N, B) 2 N, C) 3 N, D) 4 N",0,0
127,college_physics,"One end of a horizontal, massless spring is attached to a wall. A mass of 0.30 kg is attached to the other end of the spring and rests on a table. The mass is displaced 0.030 m from its equilibrium position and released. It has a speed of 0.040 m/s as it passes through its equilibrium position. In the absence of friction, what is the total mechanical energy of the system? The options are: A) 0.24 mJ, B) 0.38 mJ, C) 0.48 mJ, D) 0.75 mJ",0,0
128,college_physics,"Sound waves moving at 350 m/s diffract out of a speaker enclosure with an opening that is a long rectangular slit 0.14 m across. At about what frequency will the sound first disappear at an angle of 45q from the normal to the speaker face? The options are: A) 500 Hz, B) 1,750 Hz, C) 2,750 Hz, D) 3,500 Hz",0,0
129,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is The options are: A) 500 nm, B) 550 nm, C) 600 nm, D) 650 nm","[1, 1, 1, 1, 1]",5
130,college_physics,"The driver of a police car hears an echo of the car’s siren from a wall toward which the car is moving with a speed of 3.5 m/s. If the speed of sound is 350 m/s and the frequency of the siren is 600 Hz, the driver hears the echo at a frequency nearest to which of the following? The options are: A) 600 Hz, B) 606 Hz, C) 612 Hz, D) 618 Hz",0,0
131,college_physics,"The surface of the Sun has a temperature close to 6,000 K and it emits a blackbody (Planck) spectrum that reaches a maximum near 500 nm. For a body with a surface temperature close to 300 K, at what wavelength would the thermal spectrum reach a maximum? The options are: A) 10:00 PM, B) 100 Pm, C) 10 mm, D) 100 mm","[1, 1, 1, 1, 1]",5
132,college_physics,"A student makes 10 one-second measurements of the disintegration of a sample of a long-lived radioactive isotope and obtains the following values: 3, 0, 2, 1, 2, 4, 0, 1, 2, 5. How long should the student count to establish the rate to an uncertainty of 1 percent? The options are: A) 80 s, B) 160 s, C) 2,000 s, D) 5,000 s","[1, 1, 1, 1]",4
133,college_physics,"The rest mass of a particle with total energy 5.0 GeV and momentum 4.9 GeV/c is approximately The options are: A) 0.1 GeV/c^2, B) 0.2 GeV/c^2, C) 0.5 GeV/c^2, D) 1.0 GeV/c^2",[3],3
134,college_physics,"A 3-microfarad capacitor is connected in series with a 6-microfarad capacitor. When a 300-volt potential difference is applied across this combination, the total energy stored in the two capacitors is The options are: A) 0.09 J, B) 0.18 J, C) 0.27 J, D) 0.41 J",0,0
135,college_physics,"Two spaceships approach Earth with equal speeds, as measured by an observer on Earth, but from opposite directions. A meterstick on one spaceship is measured to be 60 cm long by an occupant of the other spaceship. What is the speed of each spaceship, as measured by the observer on Earth? The options are: A) 0.4c, B) 0.5c, C) 0.6c, D) 0.7c",[1],1
136,college_physics,"An airplane drops a payload while traveling due north, parallel to the ground, at a constant speed of 100 m/s. If air resistance is neglected, what is the velocity of the payload relative to the plane 4.0 s after it is released? The options are: A) 0, B) 40 m/s down, C) 80 m/s down, D) 100 m/s north and 40 m/s down",[1],1
121,college_physics,"The hydrogen lines observed in the spectrum of the quasar 3C9 are shifted so far into the red that their wavelengths are three times as long as those observed in the light from hydrogen atoms at rest in a laboratory on Earth. If it is assumed that the shift is entirely due to the relative motion of 3C9 and Earth, the relative speed of the quasar is The options are: A) 2c, B) c, C) 0.8c, D) 0.5c",[1],1
124,college_physics,"An observer O at rest midway between two sources of light at x = 0 and x = 10 m observes the two sources to flash simultaneously. According to a second observer O', moving at a constant speed parallel to the x-axis, one source of light flashes 13 ns before the other. Which of the following gives the speed of O' relative to O? The options are: A) 0.13c, B) 0.15c, C) 0.36c, D) 0.53c",0,0
139,high_school_statistics,"At a large hospital, the durations of emergency room visits, from check-in to discharge, are approximately normally distributed with a mean of 167 minutes and a standard deviation of 76 minutes. Which interval, to the nearest minute, contains the middle 80% of durations? The options are: A) 15 minutes to 319 minutes, B) 53 minutes to 281 minutes, C) 70 minutes to 264 minutes, D) 91 minutes to 243 minutes",[3],3
140,high_school_statistics,"Which of the following is the central limit theorem? The options are: A) No matter how the population is distributed, as the sample size increases, the mean of the sample means becomes closer to the mean of the population., B) No matter how the population is distributed, as the sample size increases, the standard deviation of the sample means becomes closer to the standard deviation of the population divided by the square root of the sample size., C) If the population is normally distributed, then as the sample size increases, the sampling distribution of the sample mean becomes closer to a normal distribution., D) The central limit theorem refers to something else.","[1, 1]",2
141,high_school_statistics,"Which of the following is a correct statement? The options are: A) The probability of a Type II error does not depend on the probability of a Type I error., B) In conducting a hypothesis test, it is possible to simultaneously make both a Type I and a Type II error., C) A Type II error will result if one incorrectly assumes the data are normally distributed., D) When you choose a significance level α, you're setting the probability of a Type I error to exactly α.",0,0
142,high_school_statistics,"A medical research team tests for tumor reduction in a sample of patients using three different dosages of an experimental cancer drug. Which of the following is true? The options are: A) There are three explanatory variables and one response variable., B) There is one explanatory variable with three levels of response., C) Tumor reduction is the only explanatory variable, but there are three response variables corresponding to the different dosages., D) There are three levels of a single explanatory variable.",0,0
143,high_school_statistics,"Taxicabs in a metropolitan area are driven an average of 75,000 miles per year with a standard deviation of 12,000 miles. What is the probability that a randomly selected cab has been driven less than 100,000 miles if it is known that it has been driven over 80,000 miles? Assume a normal distribution of miles per year among cabs. The options are: A) 0.06, B) 0.34, C) 0.66, D) 0.94",[1],1
144,high_school_statistics,"An experiment was designed to test the effects of three different types of paint on the durability of wooden toys. Because boys and girls tend to play differently with toys, a randomly selected group of children was divided into two groups by sex. Which of the following statements about this experiment is true? The options are: A) There are three types of paint and two sex groups, giving a total of six treatment combinations in this experiment., B) Type of paint is a blocking factor., C) Sex is a blocking factor., D) This is a completely randomized design.",[1],1
145,high_school_statistics,"A college admissions officer is interested in comparing the SAT math scores of high school applicants who have and have not taken AP Statistics. She randomly pulls the files of five applicants who took AP Statistics and five applicants who did not, and proceeds to run a t-test to compare the mean SAT math scores of the two groups. Which of the following is a necessary assumption? The options are: A) The population variances from each group are known., B) The population variances from each group are unknown., C) The population variances from the two groups are equal., D) The population of SAT scores from each group is normally distributed.",[2],2
146,high_school_statistics,"Changing from a 90% confidence interval estimate for a population proportion to a 99% confidence interval estimate, with all other things being equal, The options are: A) increases the interval size by 9%., B) decreases the interval size by 9%., C) increases the interval size by 57%., D) decreases the interval size by 57%.",0,0
143,high_school_statistics,"Taxicabs in a metropolitan area are driven an average of 75,000 miles per year with a standard deviation of 12,000 miles. What is the probability that a randomly selected cab has been driven less than 100,000 miles if it is known that it has been driven over 80,000 miles? Assume a normal distribution of miles per year among cabs. The options are: A) 0.06, B) 0.34, C) 0.66, D) 0.94",[1],1
148,high_school_statistics,"A significance test of the hypothesis H0: p= 0.3 against the alternative HA: p> 0.3 found a value of = 0.35 for a random sample of size 95. What is the P-value of this test? The options are: A) 1.06, B) 0.1446, C) 0.2275, D) 0.8554",0,0
149,high_school_statistics,"The director of a local food bank asks for data on all donations given during the month of November. Of the 100 checks received, the average donation is $155 with a standard deviation of $32. Which of the following is the most appropriate statement? The options are: A) This November, the average donation is $155., B) 50% of all donations this November are more than $155., C) We are 95% confident that the average donation in November is between about $91 and $219., D) We are 95% confident that the average donation in November is between about $149 and $161.",0,0
150,high_school_statistics,"To determine the average number of children living in single-family homes, a researcher picks a simple random sample of 50 such homes. However, even after one follow-up visit the interviewer is unable to make contact with anyone in 8 of these homes. Concerned about nonresponse bias, the researcher picks another simple random sample and instructs the interviewer to keep trying until contact is made with someone in a total of 50 homes. The average number of children is determined to be 1.73. Is this estimate probably too low or too high? The options are: A) Too low, because of undercoverage bias., B) Too low, because convenience samples overestimate average results., C) Too high, because of undercoverage bias., D) Too high, because convenience samples overestimate average results.",0,0
151,high_school_statistics,"Suppose you wish to compare the AP Statistics exam results for the male and female students taking AP Statistics at your high school. Which is the most appropriate technique for gathering the needed data? The options are: A) Census, B) Sample survey, C) Experiment, D) Observational study",[1],1
146,high_school_statistics,"Changing from a 90% confidence interval estimate for a population proportion to a 99% confidence interval estimate, with all other things being equal, The options are: A) increases the interval size by 9%., B) decreases the interval size by 9%., C) increases the interval size by 57%., D) decreases the interval size by 57%.",0,0
153,high_school_statistics,"The regression analysis of question 20 indicated that ""R-sq = 98.1%."" Which of the following is (are) true? I. There is a strong positive linear relationship between the explanatory and response variables. II. There is a strong negative linear relationship between the explanatory and response variables. III. About 98% of the variation in the response variable can be explained by the regression on the explanatory variable. The options are: A) I and III only, B) I or II only, C) I or II (but not both) and III, D) II and III only",[1],1
