CaseID,Category,question,num_of_debates,sum_of_debates
76,professional_law,"A brick mason was hired by a builder under a written one-year contract, at an annual salary of $45,000, with employment to begin on March 1. Because the builder was unable to secure enough building contracts to keep all its employees busy during the season beginning March 1, it notified the brick mason on February 15 that it could not afford to employ him as a mason. At the same time, however, the builder offered to employ the mason, for the same contract period, as a night guard at an annual salary of $25,000. The mason declined the offer and remained unemployed during the year. No offer and remained unemployed during the year. No employment for brick masons was available in the community during the year, but the mason could have obtained other employment as a day laborer that would have paid up to $25,000 a year. At the end of the year, in an action against the builder for breach of contract, how much, if anything, is the mason entitled to recover? The options are: A) $20,000 (the $45,000 contract price less the $25,000 the mason could have earned in other employment)., B) $45,000 (the contract price)., C) Nothing, because the builder did not act in bad faith when it discharged the mason., D) Nothing, because the mason did not mitigate his damages.",0,0
77,professional_law,"A woman is the owner of record of a parcel of land designated as ""A. "" It is the highest of three neighboring properties on a mountain. The woman's sister owns parcel ""C,"" which lies the lowest on the mountain. Parcel ""B"" lies between Parcels ""A"" andIn 2000, the woman who originally owned all three parcels of land constructed a private drainage system. This system consisted of an underground pipeline that extended across all three parcels of land. Sewage from parcel ""A"" drained through the system to a municipal sewer, which was located at the bottom of the mountain. In 2005, the sister purchased parcel ""C"" from the woman. The deed to the sister did not contain any mention of the woman's drainage system. Located on each of the parcels are large ranch-style homes occupied by the respective owners. A portion of the sister's unimproved land began to subside over the drainage system. This was because of an especially pliable soil condition of which the woman was unaware prior to construction of the drainage system. In an action brought by the sister against the woman to recover property damage for the subsidence of her land, judgment should be for whom? The options are: A) The sister, because she is entitled to lateral support for her land in its natural condition., B) The sister, because she is entitled to subjacent support for her land in its natural condition., C) The sister, because she is entitled to support for her land in its improved condition., D) The woman, unless she sister proves that the woman was negligent in constructing the drainage system.",0,0
78,professional_law,"A farmer conveyed 100 acres of his farm to a landscaper. The deed contained the following covenants: (1) seisin, (2) right to convey, and (3) against encumbrances. Subsequently, the landscaper conveyed the property to a buyer by warranty deed. However, the buyer is later evicted by a woman because of paramount title. The buyer now brings suit against the farmer for breach of covenants in the deed. Judgment should be for The options are: A) the buyer, because the covenants contained inthe deed run with the land., B) the farmer, because no privity of estate existsbetween the buyer and the farmer., C) the buyer, but only for the covenants of seisinand right to convey., D) the farmer, because the covenants are personalin nature and do not run with the land.",0,0
79,professional_law,"A landlord leased a commercial building to a tenant for five years. Rent was payable on the first day of each month, and the landlord retained the right to terminate the lease if the tenant defaulted. The lease term ended 18 months ago. However, the tenant has stayed in possession of the building and has continued to pay the rent on time. The landlord has continued to accept the rent. The fair rental value of the building is now substantially more than what the tenant has been paying, and the landlord recently found a third party who will pay the higher rent. When the tenant paid the rent six weeks ago, the landlord accepted paid the rent six weeks ago, the landlord accepted the rent but told the tenant in writing that she had to vacate at the end of the month. The tenant, who is still in possession of the building, has informed the landlord that she does not want to move and is willing to pay the current fair rental value. The landlord has asked his lawyer for advice regarding the right to possession. Who should the lawyer say is entitled to possession? The options are: A) The landlord, because he gave proper notice to terminate the tenancy., B) The landlord, because he retained the right to reenter., C) The tenant, because she has stated that she is willing to pay the current fair rental value., D) The tenant, because the landlord has not shown good cause to terminate the tenancy.",0,0
80,professional_law,"A citrus grower was the owner in fee of two adjacent parcels of land in a city: an orange grove and a lemon grove. The grower's title to the lemon grove was subject to an unrecorded 20-year mortgage given to the mortgagee, a bank, in 1990 to secure repayment of a loan for $100,000. Beginning in November 1993, the following events occurred:November 1993: The grower died, leaving all of her real property to her husband. The grower's will was admitted to probate. No mention was made of the mortgage given to the bank. December 1993: Having heard about the grower's death, the bank recorded its mortgage to the lemon grove. August 1994: The husband executed and delivered to his sister a mortgage deed on the orange grove, which the sister immediately recorded. The mortgage instrument contained the following recitations: ""This mortgage is secured by the orange grove and all other real estate that I may own in the city or have an interest in. "" The husband defaulted on his mortgage obligation to the sister; the amount due on the debt was $100,000. February 2009: The bank brought suit against the husband to foreclose its mortgage on the lemon grove. The applicable recording statute provides in part:""No deed or other instrument in writing, not recorded in accordance with this statute, shall affect the title or rights to, in any real estate, of any devisee or purchaser in good faith, without knowledge of the existence of such unrecorded instruments. ""Judgment should be for The options are: A) the husband, if he was unaware of the existence of the mortgage at the time he acquired title to the lemon grove., B) the husband, only if the lemon grove was not subject to the mortgage when he acquired title., C) the bank, because the husband assumed the mortgage when he acquired title to the lemon grove., D) the bank, because property once mortgaged remains mortgaged as against the mortgagor's successors in interest.",0,0
67,professional_law,"A man died in 1985. His will devised his estate in a Midwestern state to his son and daughter ""to share and share alike as tenants in common. ""At the time of their father's death, the daughter lived in a different part of the Midwestern state (in which the estate was located) while the son resided in a state in the Southwest. After the funeral, the daughter returned to her own residence, but the son decided to occupy the estate. He put his name on the mailbox and has paid the taxes and maintenance expenses. The daughter has been generally aware of this, but because she cared little about the estate, the daughter has never pressed her brother about the property. Since 1985, the daughter has not paid any rent or other compensation to her brother, nor has he requested such payment. In January 2010, a series of disputes arose between the son and daughter for the first time concerning their respective rights to the estate. The state in which the property is located recognizes the usual common law types of cotenancies and there is no applicable legislation on the subject. Now, the son claims the entire fee simple absolute title to the estate and brings an action against his sister to quiet title in himself. If the Midwestern states in which the property is located has an ordinary 20-year adverse possession statute, judgment should be for whom? The options are: A) The daughter, because one cotenant cannot acquire title by adverse possession against another., B) The daughter, because there is no evidence that her brother has performed sufficient acts to constitute an ouster., C) The son, because the acts of the parties indicate the sister's intention to renounce her ownership rights to the estate., D) The son, because during the past 25 years, the son has exercised the type of occupancy ordinarily considered sufficient to satisfy adverse possession requirements.",[1],1
82,professional_law,"A tenant was cleaning out the bedroom of his apartment as his lease had expired. He carried out his waterbed, dresser, and all of his clothes. As the tenant inspected the room one last time, he noticed a bookcase that he had screwed into the wall when he first moved in. While he pondered whether to remove the bookcase, the tenant concluded that it constituted a fixture and, therefore, was a permanent part of the realty. Nonetheless, the tenant decided that the bookcase would fit nicely in his new apartment, so he removed it from the bedroom wall. When the landlord learned that the tenant had removed the bookcase, he contacted the tenant and demanded that he return it to the apartment. The tenant refused. If the tenant is subsequently prosecuted for larceny, he will most likely be found The options are: A) guilty, because the chattel was the personal property of the landlord., B) guilty, because severance of the bookcase from the wall was sufficient asportation to constitute larceny., C) not guilty, because the tenant cannot be found guilty of theft for removing his own property., D) not guilty, because the bookcase was a fixture.",0,0
83,business_ethics,"Insider trading undermines the fiduciary relationship. The options are: A) 1,2,3, B) 1,2,4, C) 2,3,4, D) 1,2,3,4",0,0
84,business_ethics,"Factors that impact ethical decision making can be broadly broken down into ________ factors, related to the unique characteristics of a person, and _________ factors, which are features of the person's environment or the particular issue. The options are: A) Tailored, Individual, B) Situational, Individual, C) Situational, Tailored, D) Individual, Situational",[1],1
85,business_ethics,"The purposes for which the information is used is in the public's interest. The options are: A) 1,2, B) 1,3, C) 2,3, D) 1,2,3",0,0
86,business_ethics,"Businesses engage in social accounting due to demands from _________, in order to identify ________, to improve ___________ and to encourage _________ and ___________ The options are: A) Stakeholders, Risks, Stakeholder management, Accountability, Transparency, B) Stakeholders, Accountability, Transparency, Risks, Stakeholder Management, C) Stakeholders, Accountability, Risks, Stakeholders, Stakeholder Management, D) Stakeholders, Stakeholder Management, Transparency, Risks, Accountability",[1],1
87,business_ethics,"_____ is a key driving force shaping the current and future state of business ethics, in particular regarding _____, ______ and _____ related issues. The options are: A) Globalisation, Cultural, Legal, Accountability, B) Nationalisation, Cultural, Environmental, Accountability, C) Privatisation, Cultural, Legal, Accountability, D) Globalisation, Technological, Financial, Accountability",0,0
87,business_ethics,"_____ is a key driving force shaping the current and future state of business ethics, in particular regarding _____, ______ and _____ related issues. The options are: A) Globalisation, Cultural, Legal, Accountability, B) Nationalisation, Cultural, Environmental, Accountability, C) Privatisation, Cultural, Legal, Accountability, D) Globalisation, Technological, Financial, Accountability",[1],1
85,business_ethics,"The purposes for which the information is used is in the public's interest. The options are: A) 1,2, B) 1,3, C) 2,3, D) 1,2,3",[1],1
90,business_ethics,"Post-modern ethics assert that ethics are context and individual specific and as such have an internal guide to ethics. The options are: A) 2,3, B) 1,3, C) 1,2,3, D) 1,2",0,0
91,business_ethics,"_______ locate morality beyond the sphere of rationality in an emotional 'moral impulse' towards others. The options are: A) Virtue ethics, B) Ethical egoism, C) Postmodern ethics, D) Ethics of duty",[1],1
87,business_ethics,"_____ is a key driving force shaping the current and future state of business ethics, in particular regarding _____, ______ and _____ related issues. The options are: A) Globalisation, Cultural, Legal, Accountability, B) Nationalisation, Cultural, Environmental, Accountability, C) Privatisation, Cultural, Legal, Accountability, D) Globalisation, Technological, Financial, Accountability",[1],1
83,business_ethics,"Insider trading undermines the fiduciary relationship. The options are: A) 1,2,3, B) 1,2,4, C) 2,3,4, D) 1,2,3,4",0,0
94,business_ethics,"The focus on issues, the intended audience extending beyond shareholders and the voluntary nature of ___________ distinguish it from _________. The options are: A) Financial accounting, Environmental management initiatives, B) Financial accounting, Social accounting., C) Social accounting, Financial accounting., D) Annual report publication, Social accounting",[1],1
95,formal_logic," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
P ⊃ Q
Q · R / ~P · R The options are: A) Valid, B) Invalid. Counterexample when P, R, and Q are true, C) Invalid. Counterexample when P and Q are true and R is false, D) Invalid. Counterexample when R and Q are true and P is false",0,0
96,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(K · L) ⊃ M
N ⊃ ~M
N ∨ K / L ⊃ K The options are: A) Valid, B) Invalid. Counterexample when L, M, and N are true and K is false, C) Invalid. Counterexample when L and M are true and K and N are false, D) Invalid. Counterexample when L and N are true and K and M are false",[1],1
97,formal_logic," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~X ⊃ Y
Y ⊃ Z
~Z / ~X The options are: A) Valid, B) Invalid. Counterexample when X, Y, and Z are true, C) Invalid. Counterexample when Y and Z are true and Z is false, D) Invalid. Counterexample when X is true and Y and Z are false","[1, 1, 1, 2]",5
98,formal_logic,"Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y) The options are: A) Tdc, B) Tcd, C) Tcc, D) dTc",0,0
97,formal_logic," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~X ⊃ Y
Y ⊃ Z
~Z / ~X The options are: A) Valid, B) Invalid. Counterexample when X, Y, and Z are true, C) Invalid. Counterexample when Y and Z are true and Z is false, D) Invalid. Counterexample when X is true and Y and Z are false","[1, 3, 3, 3]",10
100,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture, or China doesn't promote human rights when and only when South Africa supplies diamonds. The options are: A) (E ⊃ F) ∨ (~C ⊃ S), B) (F ⊃ E) ∨ (S ⊃ ~C, C) (E ⊃ F) ∨ ~(S ≡ C), D) (E ⊃ F) ∨ (~C ≡ S)",0,0
95,formal_logic," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
P ⊃ Q
Q · R / ~P · R The options are: A) Valid, B) Invalid. Counterexample when P, R, and Q are true, C) Invalid. Counterexample when P and Q are true and R is false, D) Invalid. Counterexample when R and Q are true and P is false",0,0
102,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
H ≡ (~I ∨ J)
H ∨ ~J / ~I The options are: A) Valid, B) Invalid. Counterexample when H, I, and J are false, C) Invalid. Counterexample when H and I are true and J is false, D) Invalid. Counterexample when I is true and H and J are false",[1],1
103,formal_logic,"Identify the antecedent of the following conditional proposition: The Bees win their first game only if either the Aardvarks or the Chipmunks do not win their first games. The options are: A) The Aardvarks do not win their first game., B) The Bees win their first game., C) The Chipmunks do not win their first game., D) Either the Aardvarks or the Chipmunks do not win their first games.","[1, 1]",2
104,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's not importing beef is a necessary condition for France's subsidizing agriculture, or China promotes human rights if and only if South Africa doesn't supply diamonds. The options are: A) (F ⊃ ~E) ∨ (C ≡ ~S), B) (~E ⊃ F) ∨ (C ⊃ ~S), C) ~(F ⊃ E) ∨ (~S ⊃ C), D) (F ⊃ E) ∨ (C ≡ ~S)",[2],2
105,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a necessary condition for France's subsidizing agriculture or China's promoting human rights is not a sufficient condition for South Africa's supplying diamonds. The options are: A) (E ≡ F) ∨ ~(C ≡ S), B) (E ≡ F) ∨ (~C ⊃ S), C) (E ⊃ F) ∨ ~(C ⊃ S), D) (F ⊃ E) ∨ ~(C ⊃ S)","[1, 1, 1, 1]",4
106,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~K ≡ L / (K · L) ∨ (K · ~L) The options are: A) Valid, B) Invalid. Counterexample when K and L are true, C) Invalid. Counterexample when K is true and L is false, D) Invalid. Counterexample when L is true and K is false",0,0
95,formal_logic," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
P ⊃ Q
Q · R / ~P · R The options are: A) Valid, B) Invalid. Counterexample when P, R, and Q are true, C) Invalid. Counterexample when P and Q are true and R is false, D) Invalid. Counterexample when R and Q are true and P is false",0,0
100,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture, or China doesn't promote human rights when and only when South Africa supplies diamonds. The options are: A) (E ⊃ F) ∨ (~C ⊃ S), B) (F ⊃ E) ∨ (S ⊃ ~C, C) (E ⊃ F) ∨ ~(S ≡ C), D) (E ⊃ F) ∨ (~C ≡ S)",[1],1
109,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
E ⊃ (F ∨ ~G)
F ⊃ (~E ∨ ~G) / ~(E ≡ F) The options are: A) Valid, B) Invalid. Counterexample when E, F, and G are true, C) Invalid. Counterexample when E and F are true and G is false, D) Invalid. Counterexample when E, F, and G are false",[1],1
110,formal_logic,"Identify the conclusion of the following argument. From a historical point of view, genetics is a young science. The principles that govern inheritance traits were described less than 150 years ago. Furthermore, around the turn of the twentieth century, the laws of inheritance were rediscovered. But even then, the importance of DNA was not really understood until the 1950s. The options are: A) But even then, the importance of DNA was not really understood until the 1950s., B) The importance of DNA was not really understood until the 1950s., C) From a historical point of view, genetics is a young science., D) The principles that govern inheritance traits were described less than 150 years ago.",0,0
96,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(K · L) ⊃ M
N ⊃ ~M
N ∨ K / L ⊃ K The options are: A) Valid, B) Invalid. Counterexample when L, M, and N are true and K is false, C) Invalid. Counterexample when L and M are true and K and N are false, D) Invalid. Counterexample when L and N are true and K and M are false","[1, 1, 1, 1, 1]",5
112,formal_logic," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
~O ⊃ P and O ∨ P The options are: A) Logically equivalent, B) Contradictory, C) Neither logically equivalent nor contradictory, but consistent, D) Inconsistent",0,0
113,formal_logic," Select the best translation into predicate logic. Some CEO is wealthier than everyone. (Cx: x is a CEO; Px: x is a person; Wxy: x is wealthier than y) The options are: A) (∃x)[Cx • (∀y)(Py • Wxy)], B) (∃x)[Cx ⊃ (∀y)(Py ⊃ Wxy)], C) (∃x)[Cx • (∀y)(Py ⊃ Wxy)], D) (∀x)[Px ⊃ (∃y)(Cy ⊃ Wxy)]",[1],1
104,formal_logic," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is not a necessary condition for France's subsidizing agriculture, or China promotes human rights if South Africa supplies diamonds. The options are: A) (~F ⊃ E) ∨ (C ≡ ~S), B) (~E ⊃ F) ∨ (C ⊃ S), C) (~F ⊃ E) ∨ (C ≡ S), D) ~(F ⊃ E) ∨ (S ⊃ C)","[1, 1]",2
115,formal_logic,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
P ⊃ (Q ∨ R)
(Q · S) ⊃ ~P
~(~Q ∨ R) / ~P The options are: A) Valid, B) Invalid. Counterexample when P, Q, R, and S are true, C) Invalid. Counterexample when P and Q are true and R and S are false, D) Invalid. Counterexample when P, R, and S are true and Q is false",[1],1
116,formal_logic," Which of the following propositions is not an immediate (one-step) consequence in PL of the given premises?
I ⊃ (J ≡ K)
(J ≡ K) ⊃ (L ∨ M)
I ⊃ ~L The options are: A) ~L, B) J ≡ K, C) I ⊃ (L ∨ M), D) ~L ⊃ (J ≡ K)",[1],1
95,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G The options are: A) Valid, B) Invalid. Counterexample when G and H are true, C) Invalid. Counterexample when G is true and H is false, D) Invalid. Counterexample when H is true and G is false","[1, 3, 1]",5
118,formal_logic,"Identify the antecedent of the following conditional proposition: The Bees winning their first game is necessary for either the Aardvarks or the Chipmunks not winning their first game. The options are: A) The Aardvarks do not win their first game., B) The Bees win their first game., C) The Chipmunks do not win their first game., D) Either the Aardvarks or the Chipmunks do not win their first game.","[1, 1, 1]",3
95,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G The options are: A) Valid, B) Invalid. Counterexample when G and H are true, C) Invalid. Counterexample when G is true and H is false, D) Invalid. Counterexample when H is true and G is false","[1, 1]",2
120,formal_logic,"Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
(A ∨ B) ⊃ (C ∨ D)
A ∨ B
~C The options are: A) ~A ∨ ~B, B) ~~C, C) C ∨ D, D) (A ∨ B) ⊃ D",[1],1
121,college_physics,"The hydrogen lines observed in the spectrum of the quasar 3C9 are shifted so far into the red that their wavelengths are three times as long as those observed in the light from hydrogen atoms at rest in a laboratory on Earth. If it is assumed that the shift is entirely due to the relative motion of 3C9 and Earth, the relative speed of the quasar is The options are: A) 2c, B) c, C) 0.8c, D) 0.5c",[1],1
